word,pos,cefr
booking,noun,C1
commentary,noun,C1
coordinate,verb,C1
deprive,verb,C1
boom,noun,C1
commentator,noun,C1
coordination,noun,C1
deputy,noun,C1
bounce,verb,C1
commerce,noun,C1
coordinator,noun,C1
descend,verb,C1
boundary,noun,C1
commissioner,noun,C1
copper,noun,C1
descent,noun,C1
bow,verb,C1
bow,noun,C1
commodity,noun,C1
copyright,noun,C1
designate,verb,C1
breach,noun,C1
breach,verb,C1
communist,adj,C1
correction,noun,C1
desirable,adj,C1
breakdown,noun,C1
companion,noun,C1
correlate,verb,C1
desktop,noun,C1
breakthrough,noun,C1
comparable,adj,C1
correlation,noun,C1
destructive,adj,C1
breed,verb,C1
breed,noun,C1
compassion,noun,C1
correspond,verb,C1
detain,verb,C1
broadband,noun,C1
compel,verb,C1
correspondence,noun,C1
detection,noun,C1
browser,noun,C1
compelling,adj,C1
correspondent,noun,C1
detention,noun,C1
brutal,adj,C1
compensate,verb,C1
corresponding,adj,C1
deteriorate,verb,C1
devastate,verb,C1
embed,verb,C1
fine,noun,C1
fine,verb,C1
firearm,noun,C1
devil,noun,C1
embody,verb,C1
fiscal,adj,C1
devise,verb,C1
emergence,noun,C1
fit,noun,C1
diagnose,verb,C1
empirical,adj,C1
flaw,noun,C1
diagnosis,noun,C1
empower,verb,C1
flawed,adj,C1
dictate,verb,C1
enact,verb,C1
flee,verb,C1
dictator,noun,C1
encompass,verb,C1
fleet,noun,C1
differentiate,verb,C1
encouragement,noun,C1
flesh,noun,C1
dignity,noun,C1
encouraging,adj,C1
flexibility,noun,C1
dilemma,noun,C1
endeavor,noun,C1
flourish,verb,C1
dimension,noun,C1
endless,adj,C1
fluid,noun,C1
diminish,verb,C1
endorse,verb,C1
footage,noun,C1
dip,verb,C1
endorsement,noun,C1
foreigner,noun,C1
diplomat,noun,C1
endure,verb,C1
forge,verb,C1
diplomatic,noun,C1
enforce,verb,C1
formula,noun,C1
directory,noun,C1
enforcement,noun,C1
formulate,verb,C1
disastrous,adj,C1
engagement,noun,C1
forth,adv,C1
discard,verb,C1
engaging,adj,C1
forthcoming,adj,C1
discharge,verb,C1
enrich,verb,C1
foster,verb,C1
disclose,verb,C1
enroll,verb,C1
fragile,adj,C1
disclosure,noun,C1
ensue,verb,C1
franchise,noun,C1
discourse,noun,C1
enterprise,noun,C1
frankly,adv,C1
discretion,noun,C1
enthusiast,noun,C1
freshman,noun,C1
discrimination,noun,C1
entitle,verb,C1
frustrated,adj,C1
dismissal,noun,C1
entity,noun,C1
frustrating,adj,C1
displace,verb,C1
epidemic,noun,C1
frustration,noun,C1
disposal,noun,C1
equality,noun,C1
functional,adj,C1
dispose,verb,C1
equation,noun,C1
fundraising,noun,C1
dispute,noun,C1
dispute,verb,C1
erect,verb,C1
funeral,noun,C1
disrupt,verb,C1
escalate,verb,C1
gambling,noun,C1
disruption,noun,C1
essence,noun,C1
gathering,noun,C1
dissolve,verb,C1
establishment,noun,C1
gaze,noun,C1
gaze,verb,C1
distinction,noun,C1
eternal,adj,C1
gear,noun,C1
distinctive,adj,C1
evacuate,verb,C1
generic,adj,C1
distort,verb,C1
evoke,verb,C1
genocide,noun,C1
distress,noun,C1
distress,verb,C1
evolutionary,adj,C1
gig,noun,C1
disturbing,adj,C1
exaggerate,verb,C1
glance,noun,C1
glance,verb,C1
divert,verb,C1
excellence,noun,C1
glimpse,noun,C1
divine,adj,C1
exceptional,adj,C1
glorious,adj,C1
doctrine,noun,C1
excess,noun,C1
excess,adj,C1
glory,noun,C1
documentation,noun,C1
exclusion,noun,C1
governance,noun,C1
domain,noun,C1
exclusive,adj,C1
grace,noun,C1
dominance,noun,C1
exclusively,adv,C1
grasp,verb,C1
donor,noun,C1
execute,verb,C1
grave,noun,C1
dose,noun,C1
execution,noun,C1
grave,adj,C1
drain,verb,C1
exert,verb,C1
gravity,noun,C1
drift,verb,C1
exile,noun,C1
grid,noun,C1
driving,adj,C1
expenditure,noun,C1
grief,noun,C1
drown,verb,C1
experimental,adj,C1
grin,verb,C1
grin,noun,C1
dual,adj,C1
expire,verb,C1
grind,verb,C1
dub,verb,C1
explicit,adj,C1
grip,noun,C1
grip,verb,C1
dumb,adj,C1
explicitly,adv,C1
gross,adj,C1
duo,noun,C1
exploitation,noun,C1
guerrilla,noun,C1
dynamic,noun,C1
explosive,adj,C1
explosive,noun,C1
guidance,noun,C1
earnings,noun,C1
extract,verb,C1
guilt,noun,C1
ease,noun,C1
ease,verb,C1
extremist,noun,C1
gut,noun,C1
echo,verb,C1
echo,noun,C1
facilitate,verb,C1
hail,verb,C1
ecological,adj,C1
faction,noun,C1
halfway,adv,C1
educator,noun,C1
fade,verb,C1
halt,verb,C1
halt,noun,C1
effectiveness,noun,C1
fairness,noun,C1
handful,noun,C1
efficiency,noun,C1
fatal,adj,C1
handling,noun,C1
ego,noun,C1
fate,noun,C1
handy,adj,C1
elaborate,adj,C1
favorable,adj,C1
harassment,noun,C1
electoral,adj,C1
feat,noun,C1
hardware,noun,C1
elevate,verb,C1
felony,noun,C1
harmony,noun,C1
eligible,adj,C1
feminist,adj,C1
feminist,noun,C1
harsh,adj,C1
elite,noun,C1
fiber,noun,C1
harvest,noun,C1
harvest,verb,C1
embark,verb,C1
fierce,adj,C1
hatred,noun,C1
embarrassment,noun,C1
filmmaker,noun,C1
haunt,verb,C1
embassy,noun,C1
filter,noun,C1
filter,verb,C1
hazard,noun,C1
heighten,verb,C1
heritage,noun,C1
hierarchy,noun,C1
high-profile,adj,C1
hint,noun,C1
hint,verb,C1
homeland,noun,C1
hook,verb,C1
hopeful,adj,C1
horizon,noun,C1
horn,noun,C1
hostage,noun,C1
hostile,adj,C1
hostility,noun,C1
humanitarian,adj,C1
humanity,noun,C1
humble,adj,C1
hydrogen,noun,C1
identification,noun,C1
ideological,adj,C1
ideology,noun,C1
idiot,noun,C1
ignorance,noun,C1
imagery,noun,C1
immense,adj,C1
imminent,adj,C1
implementation,noun,C1
imprison,verb,C1
inability,noun,C1
inadequate,adj,C1
inappropriate,adj,C1
incarcerate,verb,C1
incarceration,noun,C1
incidence,noun,C1
inclined,adj,C1
inclusion,noun,C1
incur,verb,C1
indicator,noun,C1
indictment,noun,C1
indigenous,adj,C1
induce,verb,C1
indulge,verb,C1
inequality,noun,C1
infamous,adj,C1
infant,noun,C1
infect,verb,C1
inflict,verb,C1
influential,adj,C1
inherent,adj,C1
inhibit,verb,C1
initiate,verb,C1
inject,verb,C1
injection,noun,C1
injustice,noun,C1
inmate,noun,C1
inquire,verb,C1
insertion,noun,C1
insider,noun,C1
inspect,verb,C1
inspection,noun,C1
inspiration,noun,C1
instinct,noun,C1
institutional,adj,C1
instruct,verb,C1
instrumental,adj,C1
insufficient,adj,C1
insult,noun,C1
insult,verb,C1
intact,adj,C1
intake,noun,C1
integral,adj,C1
integrated,adj,C1
listing,noun,C1
moderate,adj,C1
integration,noun,C1
liter,noun,C1
modification,noun,C1
integrity,noun,C1
literacy,noun,C1
module,noun,C1
intellectual,noun,C1
liver,noun,C1
momentum,noun,C1
intensify,verb,C1
lobby,noun,C1
lobby,verb,C1
monk,noun,C1
intensity,noun,C1
log,noun,C1
log,verb,C1
monopoly,noun,C1
intensive,adj,C1
logic,noun,C1
morality,noun,C1
intent,noun,C1
long-standing,adj,C1
motive,noun,C1
interactive,adj,C1
longtime,adj,C1
municipal,adj,C1
interface,noun,C1
loom,verb,C1
mutual,adj,C1
interfere,verb,C1
loop,noun,C1
namely,adv,C1
interference,noun,C1
loyalty,noun,C1
nationwide,adj,C1
interim,adj,C1
machinery,noun,C1
naval,adj,C1
interior,adj,C1
interior,noun,C1
magical,adj,C1
neglect,verb,C1
intermediate,adj,C1
magnetic,adj,C1
neighboring,adj,C1
intersection,noun,C1
magnificent,adj,C1
nest,noun,C1
intervene,verb,C1
magnitude,noun,C1
net,adj,C1
intervention,noun,C1
mainland,noun,C1
newsletter,noun,C1
intimate,adj,C1
mainstream,noun,C1
mainstream,adj,C1
niche,noun,C1
intriguing,adj,C1
maintenance,noun,C1
noble,adj,C1
inventory,noun,C1
mandate,noun,C1
nod,verb,C1
investigator,noun,C1
mandatory,adj,C1
nominate,verb,C1
invisible,adj,C1
manifest,verb,C1
nomination,noun,C1
invoke,verb,C1
manipulate,verb,C1
nominee,noun,C1
involvement,noun,C1
manipulation,noun,C1
nonetheless,adv,C1
ironic,adj,C1
manuscript,noun,C1
nonprofit,adj,C1
ironically,adv,C1
march,noun,C1
march,verb,C1
nonsense,noun,C1
irony,noun,C1
marginal,adj,C1
noon,noun,C1
irrelevant,adj,C1
marine,adj,C1
notable,adj,C1
isolation,noun,C1
marketplace,noun,C1
notably,adv,C1
judicial,adj,C1
mask,noun,C1
notify,verb,C1
jurisdiction,noun,C1
massacre,noun,C1
notorious,adj,C1
just,adj,C1
mathematical,adj,C1
novel,adj,C1
justification,noun,C1
mature,adj,C1
mature,verb,C1
nursery,noun,C1
keen,adj,C1
maximize,verb,C1
objection,noun,C1
kidnap,verb,C1
meaningful,adj,C1
oblige,verb,C1
kidney,noun,C1
meantime,noun,C1
obsess,verb,C1
kingdom,noun,C1
medieval,adj,C1
obsession,noun,C1
landlord,noun,C1
meditation,noun,C1
occasional,adj,C1
landmark,noun,C1
melody,noun,C1
occurrence,noun,C1
lap,noun,C1
memo,noun,C1
odds,noun,C1
large-scale,adj,C1
memoir,noun,C1
offering,noun,C1
laser,noun,C1
memorial,noun,C1
offspring,noun,C1
latter,adj,C1
latter,noun,C1
mentor,noun,C1
operational,adj,C1
lawmaker,noun,C1
merchant,noun,C1
opt,verb,C1
lawn,noun,C1
mercy,noun,C1
optical,adj,C1
lawsuit,noun,C1
mere,adj,C1
optimism,noun,C1
layout,noun,C1
merely,adv,C1
oral,adj,C1
leak,verb,C1
leak,noun,C1
merge,verb,C1
organizational,adj,C1
leap,verb,C1
leap,noun,C1
merger,noun,C1
orientation,noun,C1
legacy,noun,C1
merit,noun,C1
originate,verb,C1
legendary,adj,C1
methodology,noun,C1
outbreak,noun,C1
legislation,noun,C1
midst,noun,C1
outing,noun,C1
legislative,adj,C1
migration,noun,C1
outlet,noun,C1
legislature,noun,C1
militant,noun,C1
militant,adj,C1
outlook,noun,C1
legitimate,adj,C1
militia,noun,C1
outrage,noun,C1
outrage,verb,C1
lengthy,adj,C1
mill,noun,C1
outsider,noun,C1
lesbian,adj,C1
minimal,adj,C1
overlook,verb,C1
lesser,adj,C1
minimize,verb,C1
overly,adv,C1
lethal,adj,C1
mining,noun,C1
oversee,verb,C1
liable,adj,C1
ministry,noun,C1
overturn,verb,C1
liberal,adj,C1
liberal,noun,C1
minute,adj,C1
overwhelm,verb,C1
liberation,noun,C1
miracle,noun,C1
overwhelming,adj,C1
liberty,noun,C1
misery,noun,C1
pad,noun,C1
lifelong,adj,C1
misleading,adj,C1
parameter,noun,C1
likelihood,noun,C1
missile,noun,C1
parental,adj,C1
limb,noun,C1
mob,noun,C1
parliament,noun,C1
linear,adj,C1
mobile,adj,C1
partial,adj,C1
lineup,noun,C1
mobility,noun,C1
partially,adv,C1
linger,verb,C1
mobilize,verb,C1
passing,noun,C1
passive,adj,C1
pastor,noun,C1
patent,noun,C1
pathway,noun,C1
patrol,noun,C1
patrol,verb,C1
patron,noun,C1
peak,noun,C1
peasant,noun,C1
peculiar,adj,C1
pension,noun,C1
persist,verb,C1
persistent,adj,C1
personnel,noun,C1
petition,noun,C1
philosopher,noun,C1
philosophical,adj,C1
pioneer,noun,C1
pioneer,verb,C1
pipeline,noun,C1
pirate,noun,C1
pit,noun,C1
plea,noun,C1
plead,verb,C1
pledge,verb,C1
pledge,noun,C1
plug,verb,C1
plug,noun,C1
plunge,verb,C1
pole,noun,C1
poll,noun,C1
pond,noun,C1
pop,verb,C1
portfolio,noun,C1
portray,verb,C1
postpone,verb,C1
postwar,adj,C1
practitioner,noun,C1
preach,verb,C1
precedent,noun,C1
precision,noun,C1
predator,noun,C1
predecessor,noun,C1
predominantly,adv,C1
pregnancy,noun,C1
prejudice,noun,C1
preliminary,adj,C1
premier,noun,C1
premise,noun,C1
premium,noun,C1
prescribe,verb,C1
prescription,noun,C1
presently,adv,C1
preservation,noun,C1
preside,verb,C1
presidency,noun,C1
prestigious,adj,C1
presumably,adv,C1
presume,verb,C1
prevail,verb,C1
prevalence,noun,C1
prevention,noun,C1
prey,noun,C1
privatization,noun,C1
privilege,noun,C1
probe,noun,C1
probe,verb,C1
problematic,adj,C1
proceeding,noun,C1
proceeds,noun,C1
processing,noun,C1
processor,noun,C1
proclaim,verb,C1
productive,adj,C1
productivity,noun,C1
profitable,adj,C1
renowned,adj,C1
sheer,adj,C1
structural,adj,C1
profound,adj,C1
replacement,noun,C1
shipping,noun,C1
stumble,verb,C1
projection,noun,C1
reportedly,adv,C1
shoot,noun,C1
stun,verb,C1
prominent,adj,C1
representation,noun,C1
shrink,verb,C1
submission,noun,C1
pronounced,adj,C1
reproduce,verb,C1
shrug,verb,C1
subscriber,noun,C1
propaganda,noun,C1
reproduction,noun,C1
sigh,verb,C1
sigh,noun,C1
subscription,noun,C1
proposition,noun,C1
republic,noun,C1
simulate,verb,C1
subsidy,noun,C1
prosecute,verb,C1
resemble,verb,C1
simulation,noun,C1
substantial,adj,C1
prosecution,noun,C1
reside,verb,C1
simultaneously,adv,C1
substantially,adv,C1
prosecutor,noun,C1
residence,noun,C1
sin,noun,C1
substitute,noun,C1
substitute,verb,C1
prospective,adj,C1
residential,adj,C1
situated,adj,C1
substitution,noun,C1
prosperity,noun,C1
residue,noun,C1
skeptical,adj,C1
subtle,adj,C1
protective,adj,C1
resignation,noun,C1
sketch,noun,C1
suburban,adj,C1
protocol,noun,C1
resistance,noun,C1
skip,verb,C1
succession,noun,C1
province,noun,C1
respective,adj,C1
slam,verb,C1
successive,adj,C1
provincial,adj,C1
respectively,adv,C1
slap,verb,C1
successor,noun,C1
provision,noun,C1
restoration,noun,C1
slash,verb,C1
suck,verb,C1
provoke,verb,C1
restraint,noun,C1
slavery,noun,C1
sue,verb,C1
psychiatric,adj,C1
resume,verb,C1
slot,noun,C1
suicide,noun,C1
pulse,noun,C1
retreat,noun,C1
retreat,verb,C1
smash,verb,C1
suite,noun,C1
pump,verb,C1
pump,noun,C1
retrieve,verb,C1
snap,verb,C1
summit,noun,C1
punch,noun,C1
punch,verb,C1
revelation,noun,C1
soak,verb,C1
superb,adj,C1
query,noun,C1
revenge,noun,C1
soar,verb,C1
superintendent,noun,C1
quest,noun,C1
reverse,verb,C1
reverse,noun,C1
reverse,adj,C1
socialist,adj,C1
superior,adj,C1
quota,noun,C1
revival,noun,C1
sole,adj,C1
supervise,verb,C1
radar,noun,C1
revive,verb,C1
solely,adv,C1
supervision,noun,C1
radical,adj,C1
revolutionary,adj,C1
solidarity,noun,C1
supervisor,noun,C1
rage,noun,C1
rhetoric,noun,C1
solo,adj,C1
solo,noun,C1
supplement,noun,C1
supplement,verb,C1
raid,noun,C1
raid,verb,C1
rifle,noun,C1
sophomore,noun,C1
supportive,adj,C1
rally,noun,C1
rally,verb,C1
riot,noun,C1
sound,adj,C1
supposedly,adv,C1
ranking,noun,C1
rip,verb,C1
sovereignty,noun,C1
suppress,verb,C1
rape,noun,C1
rape,verb,C1
ritual,noun,C1
spam,noun,C1
supreme,adj,C1
ratio,noun,C1
robust,adj,C1
span,verb,C1
span,noun,C1
surge,noun,C1
surge,verb,C1
rational,adj,C1
rock,verb,C1
spare,verb,C1
surgical,adj,C1
ray,noun,C1
rod,noun,C1
spark,verb,C1
surplus,noun,C1
readily,adv,C1
rookie,noun,C1
specialized,adj,C1
surrender,verb,C1
realization,noun,C1
roster,noun,C1
specification,noun,C1
surveillance,noun,C1
realm,noun,C1
rotate,verb,C1
specimen,noun,C1
suspension,noun,C1
rear,adj,C1
rear,noun,C1
rotation,noun,C1
spectacle,noun,C1
suspicion,noun,C1
reasoning,noun,C1
ruling,noun,C1
spectrum,noun,C1
suspicious,adj,C1
reassure,verb,C1
rumor,noun,C1
spell,noun,C1
sustain,verb,C1
rebel,noun,C1
sacred,adj,C1
sphere,noun,C1
swing,verb,C1
swing,noun,C1
rebellion,noun,C1
sacrifice,noun,C1
sacrifice,verb,C1
spin,verb,C1
spin,noun,C1
sword,noun,C1
recipient,noun,C1
saint,noun,C1
spine,noun,C1
symbolic,adj,C1
reconstruction,noun,C1
sake,noun,C1
spotlight,noun,C1
syndrome,noun,C1
recount,verb,C1
sanction,noun,C1
spouse,noun,C1
synthesis,noun,C1
recruitment,noun,C1
say,noun,C1
spy,noun,C1
spy,verb,C1
systematic,adj,C1
referendum,noun,C1
scattered,adj,C1
squad,noun,C1
tackle,noun,C1
reflection,noun,C1
scope,noun,C1
squeeze,verb,C1
tactic,noun,C1
reform,noun,C1
reform,verb,C1
screw,verb,C1
screw,noun,C1
stab,verb,C1
tactical,adj,C1
refuge,noun,C1
scrutiny,noun,C1
stability,noun,C1
taxpayer,noun,C1
refusal,noun,C1
seal,verb,C1
seal,noun,C1
stabilize,verb,C1
tempt,verb,C1
regain,verb,C1
secondly,adv,C1
stake,noun,C1
tenant,noun,C1
regardless,adv,C1
secular,adj,C1
standing,adj,C1
tender,adj,C1
regime,noun,C1
seemingly,adv,C1
stark,adj,C1
tenure,noun,C1
regulator,noun,C1
segment,noun,C1
statistical,adj,C1
terminal,adj,C1
regulatory,adj,C1
seize,verb,C1
steer,verb,C1
terminate,verb,C1
rehabilitation,noun,C1
seldom,adv,C1
stem,noun,C1
stem,verb,C1
terrain,noun,C1
reign,noun,C1
reign,verb,C1
selective,adj,C1
stereotype,noun,C1
terrific,adj,C1
rejection,noun,C1
sensation,noun,C1
stimulus,noun,C1
testify,verb,C1
relevance,noun,C1
sensitivity,noun,C1
stir,verb,C1
testimony,noun,C1
reliability,noun,C1
sentiment,noun,C1
storage,noun,C1
texture,noun,C1
reluctant,adj,C1
separation,noun,C1
straightforward,adj,C1
thankfully,adv,C1
remainder,noun,C1
serial,adj,C1
strain,noun,C1
theatrical,adj,C1
remains,noun,C1
settlement,noun,C1
strand,noun,C1
theology,noun,C1
remedy,noun,C1
setup,noun,C1
strategic,adj,C1
theoretical,adj,C1
reminder,noun,C1
sexuality,noun,C1
striking,adj,C1
thereafter,adv,C1
removal,noun,C1
shareholder,noun,C1
strip,noun,C1
thereby,adv,C1
render,verb,C1
shatter,verb,C1
strip,verb,C1
thoughtful,adj,C1
renew,verb,C1
shed,verb,C1
strive,verb,C1
thought-provoking,adj,C1
thread,noun,C1
trauma,noun,C1
utilize,verb,C1
ward,noun,C1
threshold,noun,C1
treaty,noun,C1
utterly,adv,C1
warehouse,noun,C1
thrilled,adj,C1
tremendous,adj,C1
vacuum,noun,C1
warfare,noun,C1
thrive,verb,C1
tribal,adj,C1
vague,adj,C1
warrant,noun,C1
warrant,verb,C1
tide,noun,C1
tribute,noun,C1
validity,noun,C1
warrior,noun,C1
tighten,verb,C1
trigger,noun,C1
vanish,verb,C1
weaken,verb,C1
timber,noun,C1
trio,noun,C1
variable,noun,C1
variable,adj,C1
weave,verb,C1
timely,adj,C1
triumph,noun,C1
varied,adj,C1
weed,noun,C1
tobacco,noun,C1
trophy,noun,C1
vein,noun,C1
well,noun,C1
tolerance,noun,C1
troubled,adj,C1
venture,noun,C1
venture,verb,C1
well-being,noun,C1
tolerate,verb,C1
trustee,noun,C1
verbal,adj,C1
whatsoever,adv,C1
toll,noun,C1
tuition,noun,C1
verdict,noun,C1
whereby,adv,C1
top,verb,C1
tumor,noun,C1
verify,verb,C1
whip,verb,C1
torture,noun,C1
torture,verb,C1
turnout,noun,C1
verse,noun,C1
wholly,adv,C1
toss,verb,C1
turnover,noun,C1
versus,conj,C1
widen,verb,C1
total,verb,C1
twist,verb,C1
twist,noun,C1
vessel,noun,C1
widow,noun,C1
toxic,adj,C1
unconstitutional,adj,C1
veteran,noun,C1
width,noun,C1
trace,noun,C1
undergraduate,noun,C1
viable,adj,C1
willingness,noun,C1
trademark,noun,C1
underlying,adj,C1
vibrant,adj,C1
wipe,verb,C1
trail,noun,C1
trail,verb,C1
undermine,verb,C1
vice,noun,C1
wit,noun,C1
trailer,noun,C1
undoubtedly,adv,C1
vicious,adj,C1
withdrawal,noun,C1
transaction,noun,C1
unify,verb,C1
violate,verb,C1
workout,noun,C1
transcript,noun,C1
unprecedented,adj,C1
violation,noun,C1
worship,noun,C1
worship,verb,C1
transformation,noun,C1
unveil,verb,C1
virtue,noun,C1
worthwhile,adj,C1
transit,noun,C1
upcoming,adj,C1
vocal,adj,C1
worthy,adj,C1
transmission,noun,C1
upgrade,verb,C1
upgrade,noun,C1
vow,verb,C1
yell,verb,C1
transparency,noun,C1
uphold,verb,C1
vulnerability,noun,C1
yield,noun,C1
yield,verb,C1
transparent,adj,C1
utility,noun,C1
vulnerable,adj,C1
